"Estado","% Ocupación"
"Querétaro","100.00"
"Ciudad de México","20.45"
"Nuevo León","18.34"
"Puebla","17.77"
"Michoacán de Ocampo","16.66"
"Chihuahua","16.66"
"Aguascalientes","11.11"
"Durango","8.88"
"Guanajuato","7.40"
"México","6.77"
"Jalisco","6.36"
"Sonora","5.55"
"Zacatecas","5.55"
"Sinaloa","5.35"
"Yucatán","4.00"
"Campeche","3.33"
"Guerrero","0.00"
"Colima","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Tabasco","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
