"Estado","% Ocupación"
"Aguascalientes","62.90"
"Durango","38.96"
"Zacatecas","36.36"
"Chihuahua","35.10"
"Nuevo León","27.09"
"Baja California","24.43"
"Ciudad de México","22.29"
"San Luis Potosí","20.68"
"Sonora","18.58"
"Coahuila de Zaragoza","18.51"
"Sinaloa","17.79"
"Colima","15.90"
"Baja California Sur","15.73"
"Jalisco","12.85"
"Nayarit","10.63"
"Tamaulipas","10.00"
"Puebla","9.92"
"Guanajuato","9.66"
"Querétaro","8.83"
"Yucatán","8.74"
"Oaxaca","7.69"
"México","7.46"
"Michoacán de Ocampo","7.36"
"Tlaxcala","6.45"
"Veracruz de Ignacio de La Llave","5.37"
"Morelos","3.92"
"Tabasco","3.58"
"Quintana Roo","2.97"
"Campeche","2.60"
"Hidalgo","2.40"
"Guerrero","0.58"
"Chiapas","0.37"
