"Estado","% Ocupación"
"Querétaro","100.00"
"Michoacán de Ocampo","37.50"
"Ciudad de México","28.18"
"Aguascalientes","27.77"
"Nuevo León","25.43"
"Chihuahua","22.85"
"Puebla","21.73"
"Tabasco","12.50"
"Yucatán","12.50"
"Durango","12.00"
"Zacatecas","11.11"
"Sonora","10.52"
"Veracruz de Ignacio de La Llave","9.43"
"Jalisco","9.03"
"Sinaloa","7.69"
"Guanajuato","7.40"
"México","6.87"
"Tamaulipas","5.76"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"San Luis Potosí","0.00"
"Tlaxcala","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
