"Estado","% Ocupación"
"Aguascalientes","66.66"
"Ciudad de México","62.54"
"Querétaro","58.82"
"Jalisco","54.48"
"Nuevo León","53.55"
"Coahuila de Zaragoza","50.00"
"Sonora","48.88"
"Tamaulipas","45.33"
"San Luis Potosí","41.66"
"Durango","40.00"
"Puebla","38.59"
"Tabasco","33.68"
"México","31.41"
"Guanajuato","30.90"
"Yucatán","30.76"
"Hidalgo","30.76"
"Chihuahua","30.30"
"Veracruz de Ignacio de La Llave","30.00"
"Michoacán de Ocampo","28.57"
"Zacatecas","27.77"
"Baja California","21.21"
"Oaxaca","21.05"
"Sinaloa","18.03"
"Guerrero","7.50"
"Campeche","3.33"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Colima","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
"Quintana Roo","0.00"
