"Estado","% Ocupación"
"Yucatán","68.42"
"Zacatecas","61.11"
"Aguascalientes","60.00"
"Chihuahua","54.05"
"Durango","51.16"
"Querétaro","43.75"
"Coahuila de Zaragoza","33.33"
"Sinaloa","32.75"
"Sonora","31.57"
"San Luis Potosí","30.76"
"Baja California","21.87"
"Nuevo León","18.89"
"Tabasco","18.66"
"Guanajuato","16.66"
"Hidalgo","13.33"
"Jalisco","13.04"
"Ciudad de México","11.80"
"México","10.20"
"Tamaulipas","10.16"
"Puebla","8.82"
"Veracruz de Ignacio de La Llave","5.35"
"Michoacán de Ocampo","0.00"
"Quintana Roo","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
"Colima","0.00"
"Oaxaca","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Guerrero","0.00"
