"Estado","% Ocupación"
"Querétaro","100.00"
"Ciudad de México","25.87"
"Puebla","19.14"
"Nuevo León","18.18"
"Michoacán de Ocampo","16.66"
"Sonora","14.28"
"Aguascalientes","11.11"
"México","10.00"
"Chihuahua","9.67"
"Durango","9.09"
"Guanajuato","7.40"
"Jalisco","6.87"
"Yucatán","4.00"
"Campeche","3.33"
"Sinaloa","1.96"
"Baja California Sur","0.00"
"Guerrero","0.00"
"Tamaulipas","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Oaxaca","0.00"
"San Luis Potosí","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Colima","0.00"
"Zacatecas","0.00"
"Morelos","0.00"
"Tabasco","0.00"
"Baja California","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
