"Estado","% Ocupación"
"Yucatán","91.30"
"Querétaro","90.00"
"Oaxaca","72.22"
"Zacatecas","72.22"
"Tabasco","63.07"
"Tlaxcala","62.50"
"Durango","59.57"
"Aguascalientes","56.25"
"Ciudad de México","55.55"
"Nuevo León","55.01"
"Puebla","53.68"
"San Luis Potosí","51.92"
"Tamaulipas","50.00"
"Veracruz de Ignacio de La Llave","47.91"
"Guanajuato","47.27"
"Jalisco","44.00"
"México","36.93"
"Hidalgo","33.33"
"Michoacán de Ocampo","32.00"
"Sinaloa","31.57"
"Morelos","27.27"
"Sonora","25.49"
"Chihuahua","20.96"
"Baja California","20.58"
"Chiapas","19.56"
"Quintana Roo","16.98"
"Campeche","15.62"
"Guerrero","15.47"
"Coahuila de Zaragoza","15.38"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Colima","0.00"
