"Estado","% Ocupación"
"Durango","82.35"
"Coahuila de Zaragoza","66.66"
"Querétaro","65.00"
"Aguascalientes","60.60"
"Guanajuato","51.02"
"Puebla","44.23"
"Michoacán de Ocampo","40.00"
"Zacatecas","38.88"
"Baja California","35.71"
"Yucatán","33.33"
"Chihuahua","23.80"
"Ciudad de México","23.63"
"San Luis Potosí","23.07"
"Tabasco","21.15"
"Nuevo León","21.06"
"México","20.56"
"Jalisco","19.73"
"Sonora","14.81"
"Tamaulipas","13.04"
"Sinaloa","9.67"
"Veracruz de Ignacio de La Llave","8.06"
"Hidalgo","7.40"
"Oaxaca","6.25"
"Guerrero","3.84"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Colima","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
