"Estado","% Ocupación"
"Nayarit","100.00"
"Zacatecas","94.44"
"Aguascalientes","90.47"
"Durango","73.91"
"Colima","66.66"
"Chihuahua","63.41"
"Baja California","60.00"
"Coahuila de Zaragoza","57.14"
"Querétaro","56.25"
"Ciudad de México","47.87"
"San Luis Potosí","47.82"
"Nuevo León","46.50"
"Guanajuato","45.45"
"Sonora","40.54"
"Sinaloa","39.47"
"Jalisco","39.42"
"Tamaulipas","38.63"
"Puebla","32.60"
"México","31.14"
"Tabasco","26.96"
"Michoacán de Ocampo","25.00"
"Oaxaca","21.05"
"Veracruz de Ignacio de La Llave","20.00"
"Yucatán","16.66"
"Hidalgo","10.00"
"Campeche","3.33"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Guerrero","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
