"Estado","% Ocupación"
"Zacatecas","72.22"
"Aguascalientes","64.51"
"Durango","61.76"
"Yucatán","50.00"
"Chihuahua","45.94"
"San Luis Potosí","34.14"
"Querétaro","31.25"
"Sonora","27.27"
"Ciudad de México","25.55"
"Sinaloa","24.00"
"Nuevo León","23.01"
"Baja California","22.58"
"Jalisco","16.86"
"Hidalgo","15.38"
"Puebla","15.00"
"Tamaulipas","13.63"
"Guanajuato","13.46"
"Coahuila de Zaragoza","13.33"
"México","12.62"
"Tabasco","9.41"
"Veracruz de Ignacio de La Llave","3.77"
"Guerrero","1.53"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
