"Estado","% Ocupación"
"Coahuila de Zaragoza","75.00"
"Durango","55.81"
"Chihuahua","54.05"
"Aguascalientes","53.12"
"Querétaro","50.00"
"Yucatán","42.85"
"Sonora","41.81"
"Colima","33.33"
"Nuevo León","29.08"
"Puebla","28.26"
"Zacatecas","27.77"
"Ciudad de México","23.97"
"Michoacán de Ocampo","23.07"
"Tamaulipas","22.85"
"San Luis Potosí","20.68"
"Guanajuato","19.64"
"Sinaloa","19.44"
"México","17.10"
"Jalisco","13.96"
"Baja California","10.34"
"Tabasco","8.51"
"Veracruz de Ignacio de La Llave","5.66"
"Campeche","3.33"
"Guerrero","1.31"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Chiapas","0.00"
"Oaxaca","0.00"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"Baja California Sur","0.00"
