"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","45.45"
"Ciudad de México","42.92"
"Puebla","29.23"
"Nuevo León","28.51"
"Tabasco","23.07"
"Oaxaca","21.05"
"Jalisco","20.12"
"Michoacán de Ocampo","16.66"
"México","16.32"
"Sonora","15.38"
"Sinaloa","14.28"
"Tamaulipas","13.33"
"Chihuahua","12.82"
"Yucatán","12.00"
"Veracruz de Ignacio de La Llave","11.32"
"Zacatecas","11.11"
"Baja California","10.00"
"Coahuila de Zaragoza","9.09"
"Hidalgo","7.69"
"San Luis Potosí","7.69"
"Guanajuato","7.40"
"Guerrero","4.65"
"Campeche","3.33"
"Durango","2.22"
"Baja California Sur","0.00"
"Colima","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
