"Estado","% Ocupación"
"Yucatán","80.95"
"Nuevo León","40.15"
"Tamaulipas","37.89"
"Tabasco","35.80"
"Durango","33.96"
"Coahuila de Zaragoza","33.33"
"Colima","33.33"
"Quintana Roo","32.78"
"Querétaro","31.81"
"Puebla","29.57"
"Sonora","28.57"
"Zacatecas","27.77"
"Sinaloa","23.07"
"Aguascalientes","22.58"
"Baja California","21.73"
"México","19.64"
"Campeche","18.75"
"Veracruz de Ignacio de La Llave","18.39"
"Ciudad de México","13.84"
"Jalisco","13.17"
"San Luis Potosí","12.00"
"Chihuahua","9.67"
"Guanajuato","8.92"
"Michoacán de Ocampo","8.33"
"Chiapas","6.25"
"Guerrero","5.12"
"Oaxaca","3.50"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Hidalgo","0.00"
