"Estado","% Ocupación"
"Aguascalientes","68.00"
"Querétaro","56.25"
"Ciudad de México","53.80"
"Jalisco","40.93"
"Michoacán de Ocampo","40.00"
"Oaxaca","35.29"
"Hidalgo","33.33"
"Durango","32.00"
"Nuevo León","31.90"
"Puebla","30.43"
"Tabasco","28.91"
"Coahuila de Zaragoza","27.27"
"San Luis Potosí","27.27"
"Tamaulipas","26.38"
"México","23.30"
"Veracruz de Ignacio de La Llave","18.64"
"Zacatecas","16.66"
"Guanajuato","16.66"
"Yucatán","16.66"
"Sinaloa","13.11"
"Chihuahua","12.00"
"Baja California","10.00"
"Guerrero","7.50"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Sonora","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Colima","0.00"
