"Estado","% Ocupación"
"Aguascalientes","70.58"
"Chihuahua","47.00"
"Jalisco","39.24"
"Ciudad de México","38.12"
"Sonora","34.75"
"Zacatecas","33.73"
"Coahuila de Zaragoza","33.33"
"Nayarit","32.72"
"Colima","32.20"
"Durango","31.73"
"Baja California","31.54"
"Baja California Sur","30.58"
"Nuevo León","29.00"
"Morelos","26.66"
"Oaxaca","25.45"
"Hidalgo","24.48"
"Querétaro","24.12"
"Puebla","23.28"
"Sinaloa","21.83"
"México","20.29"
"San Luis Potosí","20.15"
"Tamaulipas","20.00"
"Tlaxcala","17.91"
"Yucatán","17.05"
"Veracruz de Ignacio de La Llave","14.88"
"Tabasco","12.57"
"Quintana Roo","12.55"
"Michoacán de Ocampo","12.50"
"Guanajuato","11.59"
"Guerrero","9.72"
"Chiapas","3.39"
"Campeche","2.65"
