"Estado","% Ocupación"
"Nayarit","100.00"
"Aguascalientes","90.47"
"Zacatecas","73.91"
"Ciudad de México","62.45"
"Jalisco","61.72"
"Durango","58.13"
"Querétaro","56.25"
"Chihuahua","53.48"
"San Luis Potosí","52.94"
"Nuevo León","52.69"
"Coahuila de Zaragoza","50.00"
"Puebla","47.91"
"Guanajuato","45.28"
"Sinaloa","41.53"
"Hidalgo","38.46"
"Sonora","37.50"
"Tamaulipas","31.50"
"México","30.40"
"Veracruz de Ignacio de La Llave","24.19"
"Tabasco","24.19"
"Baja California","12.90"
"Yucatán","12.50"
"Campeche","9.37"
"Guerrero","1.92"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Colima","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Oaxaca","0.00"
"Tlaxcala","0.00"
"Michoacán de Ocampo","0.00"
