"Estado","% Ocupación"
"Baja California","61.53"
"Aguascalientes","60.00"
"Yucatán","57.14"
"Zacatecas","55.55"
"Chihuahua","51.35"
"Durango","48.83"
"Querétaro","43.75"
"Sonora","35.00"
"Coahuila de Zaragoza","33.33"
"San Luis Potosí","31.25"
"Tabasco","21.66"
"Hidalgo","20.00"
"Sinaloa","18.60"
"Nuevo León","16.99"
"Guanajuato","16.36"
"Tamaulipas","15.78"
"Jalisco","13.33"
"Puebla","13.15"
"México","10.75"
"Ciudad de México","10.13"
"Oaxaca","7.69"
"Veracruz de Ignacio de La Llave","4.16"
"Quintana Roo","4.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Guerrero","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
"Colima","0.00"
