"Estado","% Ocupación"
"Yucatán","81.81"
"Sonora","40.00"
"Durango","36.95"
"Tabasco","36.25"
"Nuevo León","34.27"
"Zacatecas","33.33"
"Colima","33.33"
"Quintana Roo","32.78"
"Coahuila de Zaragoza","28.57"
"Puebla","27.77"
"Querétaro","27.27"
"Tamaulipas","27.27"
"Aguascalientes","25.80"
"Sinaloa","24.67"
"México","23.00"
"Baja California","21.73"
"Veracruz de Ignacio de La Llave","19.54"
"Ciudad de México","14.69"
"Campeche","13.33"
"Oaxaca","12.12"
"Jalisco","11.82"
"Chihuahua","9.75"
"Guanajuato","9.25"
"Guerrero","8.97"
"Chiapas","6.25"
"Michoacán de Ocampo","6.25"
"San Luis Potosí","5.45"
"Tlaxcala","0.00"
"Hidalgo","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
