"Estado","% Ocupación"
"Tabasco","47.94"
"Aguascalientes","47.28"
"Tlaxcala","36.60"
"Yucatán","36.00"
"Ciudad de México","35.36"
"Michoacán de Ocampo","35.06"
"Jalisco","34.75"
"Veracruz de Ignacio de La Llave","33.84"
"Puebla","33.84"
"Nuevo León","33.82"
"Morelos","32.53"
"México","28.80"
"Querétaro","28.35"
"Tamaulipas","28.23"
"Hidalgo","28.02"
"Durango","27.67"
"Colima","27.27"
"Baja California","27.11"
"Zacatecas","25.00"
"Oaxaca","24.57"
"Chihuahua","23.75"
"San Luis Potosí","20.58"
"Coahuila de Zaragoza","19.69"
"Nayarit","18.42"
"Guanajuato","17.00"
"Sonora","16.48"
"Chiapas","14.70"
"Baja California Sur","13.07"
"Sinaloa","11.50"
"Quintana Roo","9.13"
"Guerrero","6.84"
"Campeche","6.56"
