"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","38.88"
"Michoacán de Ocampo","37.50"
"Ciudad de México","25.13"
"Nuevo León","24.56"
"Puebla","21.73"
"Veracruz de Ignacio de La Llave","15.09"
"Tabasco","14.08"
"Zacatecas","11.11"
"Chihuahua","10.25"
"Sonora","10.00"
"México","9.09"
"Coahuila de Zaragoza","9.09"
"Jalisco","8.86"
"Sinaloa","8.10"
"Tamaulipas","7.69"
"Hidalgo","7.69"
"Guanajuato","7.40"
"Durango","6.66"
"Yucatán","4.00"
"San Luis Potosí","0.00"
"Chiapas","0.00"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Quintana Roo","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Tlaxcala","0.00"
