"Estado","% Ocupación"
"Querétaro","100.00"
"Coahuila de Zaragoza","40.00"
"Nuevo León","38.72"
"Aguascalientes","31.81"
"Puebla","30.50"
"Chihuahua","26.92"
"Ciudad de México","25.67"
"Oaxaca","23.07"
"Michoacán de Ocampo","16.66"
"Veracruz de Ignacio de La Llave","14.00"
"Jalisco","13.83"
"México","12.68"
"Sinaloa","12.50"
"Yucatán","11.53"
"Zacatecas","11.11"
"Guanajuato","11.11"
"Hidalgo","10.00"
"Tamaulipas","8.92"
"Tabasco","5.88"
"Durango","4.65"
"San Luis Potosí","2.56"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Chiapas","0.00"
"Sonora","0.00"
"Morelos","0.00"
