"Estado","% Ocupación"
"Yucatán","100.00"
"Zacatecas","66.66"
"Aguascalientes","61.29"
"Chihuahua","55.26"
"Durango","48.83"
"Sonora","41.93"
"Coahuila de Zaragoza","33.33"
"San Luis Potosí","31.25"
"Querétaro","31.25"
"Sinaloa","22.44"
"Baja California","20.58"
"Ciudad de México","20.52"
"Nuevo León","19.58"
"Guanajuato","17.85"
"Hidalgo","15.38"
"Tabasco","12.85"
"Jalisco","12.63"
"Puebla","11.42"
"México","9.09"
"Tamaulipas","8.62"
"Oaxaca","7.69"
"Veracruz de Ignacio de La Llave","6.12"
"Campeche","0.00"
"Colima","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Chiapas","0.00"
"Guerrero","0.00"
