"Estado","% Ocupación"
"Chihuahua","62.79"
"Aguascalientes","61.29"
"Sonora","52.77"
"Durango","48.83"
"Zacatecas","44.44"
"Querétaro","37.50"
"Oaxaca","33.33"
"Nuevo León","29.71"
"Puebla","21.73"
"Ciudad de México","20.88"
"Baja California","20.00"
"Tamaulipas","16.12"
"Sinaloa","16.00"
"México","15.84"
"San Luis Potosí","14.28"
"Tabasco","11.42"
"Veracruz de Ignacio de La Llave","10.86"
"Guanajuato","10.71"
"Coahuila de Zaragoza","8.69"
"Jalisco","6.81"
"Chiapas","2.56"
"Guerrero","1.23"
"Quintana Roo","0.00"
"Hidalgo","0.00"
"Baja California Sur","0.00"
"Yucatán","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Campeche","0.00"
"Michoacán de Ocampo","0.00"
"Colima","0.00"
"Nayarit","0.00"
