"Estado","% Ocupación"
"Colima","66.66"
"Querétaro","65.00"
"Aguascalientes","57.57"
"Zacatecas","50.00"
"Yucatán","42.30"
"Guanajuato","41.81"
"Puebla","39.62"
"Durango","37.20"
"México","31.76"
"Chihuahua","30.30"
"Michoacán de Ocampo","30.00"
"Jalisco","27.18"
"Nuevo León","26.49"
"Tabasco","25.00"
"San Luis Potosí","22.22"
"Ciudad de México","20.67"
"Baja California","20.00"
"Sinaloa","17.02"
"Sonora","15.90"
"Tamaulipas","15.62"
"Hidalgo","10.71"
"Quintana Roo","8.51"
"Veracruz de Ignacio de La Llave","7.69"
"Guerrero","3.57"
"Morelos","0.00"
"Campeche","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
"Coahuila de Zaragoza","0.00"
"Tlaxcala","0.00"
