"Estado","% Ocupación"
"Coahuila de Zaragoza","100.00"
"Aguascalientes","92.30"
"Zacatecas","92.00"
"Durango","65.11"
"Chihuahua","58.97"
"Querétaro","56.25"
"Ciudad de México","50.43"
"San Luis Potosí","46.42"
"Nuevo León","44.80"
"Jalisco","42.77"
"Guanajuato","42.37"
"Sinaloa","41.37"
"Tabasco","31.70"
"Puebla","30.43"
"México","26.71"
"Sonora","25.92"
"Oaxaca","25.00"
"Tamaulipas","25.00"
"Hidalgo","23.07"
"Veracruz de Ignacio de La Llave","17.24"
"Baja California","16.66"
"Michoacán de Ocampo","16.66"
"Yucatán","16.66"
"Guerrero","6.55"
"Campeche","3.33"
"Colima","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Chiapas","0.00"
