"Estado","% Ocupación"
"Aguascalientes","58.06"
"Chihuahua","53.12"
"Durango","46.51"
"Querétaro","43.75"
"Sonora","39.13"
"Coahuila de Zaragoza","33.33"
"Oaxaca","33.33"
"Zacatecas","27.77"
"Nuevo León","24.33"
"Puebla","22.72"
"Tamaulipas","22.50"
"México","19.60"
"San Luis Potosí","17.85"
"Tabasco","16.94"
"Baja California","16.66"
"Sinaloa","16.66"
"Guanajuato","11.11"
"Ciudad de México","8.57"
"Jalisco","8.02"
"Veracruz de Ignacio de La Llave","1.92"
"Guerrero","1.49"
"Chiapas","0.00"
"Hidalgo","0.00"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Yucatán","0.00"
"Nayarit","0.00"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
