"Estado","% Ocupación"
"Colima","100.00"
"Durango","96.00"
"Zacatecas","88.88"
"Aguascalientes","87.50"
"Chihuahua","63.41"
"Querétaro","56.25"
"Nuevo León","52.96"
"Ciudad de México","50.80"
"Coahuila de Zaragoza","50.00"
"Guanajuato","47.27"
"Jalisco","45.81"
"San Luis Potosí","44.82"
"Sinaloa","38.33"
"Sonora","37.50"
"Puebla","34.54"
"México","33.07"
"Hidalgo","30.76"
"Baja California","30.00"
"Tabasco","28.57"
"Tamaulipas","23.43"
"Veracruz de Ignacio de La Llave","21.12"
"Yucatán","16.66"
"Campeche","14.28"
"Oaxaca","5.55"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Guerrero","0.00"
"Michoacán de Ocampo","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
