"Estado","% Ocupación"
"Nayarit","100.00"
"Yucatán","66.66"
"Sonora","55.55"
"Quintana Roo","48.88"
"Nuevo León","45.38"
"Sinaloa","43.58"
"Baja California Sur","41.66"
"Tabasco","40.74"
"Tamaulipas","38.63"
"Veracruz de Ignacio de La Llave","34.34"
"Aguascalientes","33.33"
"México","32.74"
"Oaxaca","30.76"
"Querétaro","27.27"
"Durango","25.00"
"Guerrero","25.00"
"Ciudad de México","19.68"
"Puebla","19.40"
"Jalisco","16.50"
"Hidalgo","13.33"
"Campeche","13.33"
"Chihuahua","12.50"
"Zacatecas","11.11"
"Baja California","10.81"
"Michoacán de Ocampo","7.69"
"San Luis Potosí","3.84"
"Guanajuato","3.57"
"Chiapas","2.12"
"Colima","0.00"
"Coahuila de Zaragoza","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
