"Estado","% Ocupación"
"Zacatecas","94.44"
"Querétaro","90.00"
"Puebla","56.79"
"Aguascalientes","54.83"
"Yucatán","51.85"
"Colima","46.15"
"Tabasco","43.44"
"México","41.17"
"Jalisco","39.77"
"Ciudad de México","35.02"
"Guanajuato","34.48"
"Veracruz de Ignacio de La Llave","33.78"
"Michoacán de Ocampo","33.33"
"Sinaloa","33.33"
"Tamaulipas","32.67"
"Durango","31.91"
"Baja California","31.42"
"Nuevo León","30.49"
"Chihuahua","22.22"
"Oaxaca","22.22"
"Morelos","21.73"
"Chiapas","20.00"
"Sonora","17.39"
"Hidalgo","14.28"
"San Luis Potosí","12.76"
"Quintana Roo","11.53"
"Coahuila de Zaragoza","4.54"
"Guerrero","2.38"
"Campeche","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
