"Estado","% Ocupación"
"Tabasco","52.36"
"Aguascalientes","48.50"
"Veracruz de Ignacio de La Llave","41.72"
"Ciudad de México","40.60"
"Morelos","40.27"
"Tlaxcala","39.83"
"Jalisco","39.48"
"Nuevo León","38.93"
"Puebla","36.74"
"Querétaro","36.64"
"Hidalgo","34.61"
"Yucatán","34.25"
"México","33.85"
"Michoacán de Ocampo","33.33"
"Durango","32.09"
"Colima","30.33"
"Tamaulipas","30.19"
"Oaxaca","29.92"
"Baja California","27.88"
"San Luis Potosí","23.20"
"Nayarit","22.32"
"Sonora","20.92"
"Zacatecas","20.58"
"Chihuahua","20.25"
"Coahuila de Zaragoza","18.86"
"Guanajuato","17.78"
"Sinaloa","14.22"
"Chiapas","14.09"
"Guerrero","12.38"
"Baja California Sur","12.29"
"Campeche","11.45"
"Quintana Roo","8.89"
