"Estado","% Ocupación"
"Aguascalientes","67.17"
"Zacatecas","40.74"
"Durango","40.00"
"Ciudad de México","38.33"
"Chihuahua","36.90"
"Sonora","34.45"
"Baja California","31.12"
"Nuevo León","30.16"
"Baja California Sur","29.76"
"Jalisco","26.41"
"Nayarit","26.41"
"Colima","25.58"
"San Luis Potosí","25.53"
"Sinaloa","24.00"
"Tamaulipas","20.32"
"Oaxaca","19.11"
"Puebla","18.91"
"Yucatán","18.65"
"Querétaro","17.81"
"Coahuila de Zaragoza","17.64"
"Morelos","14.54"
"México","14.06"
"Michoacán de Ocampo","12.30"
"Guanajuato","12.05"
"Hidalgo","11.57"
"Veracruz de Ignacio de La Llave","10.25"
"Quintana Roo","9.00"
"Tlaxcala","8.69"
"Tabasco","7.61"
"Guerrero","4.44"
"Chiapas","2.91"
"Campeche","0.83"
