"Estado","% Ocupación"
"Querétaro","100.00"
"Coahuila de Zaragoza","80.00"
"Aguascalientes","70.58"
"Ciudad de México","66.01"
"Michoacán de Ocampo","57.14"
"Sonora","56.52"
"Jalisco","50.99"
"Hidalgo","46.15"
"Guanajuato","41.30"
"Nuevo León","40.49"
"Puebla","39.65"
"Tamaulipas","36.76"
"San Luis Potosí","32.35"
"México","31.45"
"Veracruz de Ignacio de La Llave","31.03"
"Chihuahua","25.80"
"Zacatecas","22.22"
"Tabasco","20.00"
"Durango","18.42"
"Baja California","17.85"
"Sinaloa","16.39"
"Yucatán","11.76"
"Guerrero","9.09"
"Chiapas","0.00"
"Oaxaca","0.00"
"Campeche","0.00"
"Colima","0.00"
"Quintana Roo","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
