"Estado","% Ocupación"
"Morelos","100.00"
"Querétaro","90.00"
"Zacatecas","83.33"
"Baja California","69.23"
"Aguascalientes","61.29"
"Guanajuato","48.14"
"Colima","46.15"
"Yucatán","45.83"
"Tabasco","43.03"
"Tamaulipas","41.42"
"Puebla","37.73"
"Jalisco","37.55"
"Michoacán de Ocampo","36.36"
"Ciudad de México","33.57"
"México","33.03"
"Nuevo León","31.91"
"Chihuahua","31.03"
"Veracruz de Ignacio de La Llave","30.15"
"San Luis Potosí","28.94"
"Sonora","25.58"
"Tlaxcala","25.00"
"Durango","21.42"
"Oaxaca","20.00"
"Sinaloa","19.23"
"Hidalgo","17.85"
"Chiapas","17.77"
"Quintana Roo","9.61"
"Coahuila de Zaragoza","7.14"
"Campeche","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Guerrero","0.00"
