"Estado","% Ocupación"
"Querétaro","88.88"
"Chihuahua","64.70"
"Aguascalientes","54.83"
"Zacatecas","50.00"
"Durango","43.90"
"Sonora","32.14"
"Puebla","30.61"
"Ciudad de México","28.42"
"Coahuila de Zaragoza","27.27"
"Nuevo León","23.10"
"Jalisco","13.88"
"Veracruz de Ignacio de La Llave","13.72"
"Sinaloa","12.72"
"Guanajuato","11.32"
"Tamaulipas","11.29"
"Tabasco","9.45"
"México","8.33"
"Baja California","7.69"
"San Luis Potosí","7.40"
"Hidalgo","6.66"
"Chiapas","2.56"
"Quintana Roo","2.27"
"Guerrero","1.33"
"Baja California Sur","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Yucatán","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Campeche","0.00"
"Colima","0.00"
