"Estado","% Ocupación"
"Colima","100.00"
"Querétaro","85.00"
"Zacatecas","83.33"
"Michoacán de Ocampo","61.53"
"Aguascalientes","61.29"
"Puebla","56.97"
"Yucatán","50.00"
"Ciudad de México","46.39"
"Tabasco","44.09"
"Jalisco","42.04"
"Durango","41.17"
"Tamaulipas","41.02"
"Guanajuato","40.35"
"México","38.63"
"Veracruz de Ignacio de La Llave","37.83"
"Baja California","31.42"
"Chihuahua","30.23"
"Nuevo León","29.66"
"Oaxaca","24.13"
"Chiapas","23.40"
"Sinaloa","22.22"
"Morelos","21.73"
"Hidalgo","15.15"
"Sonora","14.63"
"San Luis Potosí","14.58"
"Quintana Roo","13.20"
"Coahuila de Zaragoza","4.54"
"Guerrero","2.38"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Campeche","0.00"
