"Estado","% Ocupación"
"Nayarit","100.00"
"Aguascalientes","72.72"
"Ciudad de México","69.33"
"Jalisco","65.26"
"Baja California","63.63"
"Durango","59.09"
"Nuevo León","58.05"
"Querétaro","56.25"
"Chihuahua","52.50"
"Zacatecas","50.00"
"Oaxaca","50.00"
"Hidalgo","46.15"
"San Luis Potosí","45.65"
"Guanajuato","45.45"
"Puebla","41.66"
"Sinaloa","40.00"
"Tamaulipas","39.18"
"Sonora","37.93"
"México","33.75"
"Coahuila de Zaragoza","33.33"
"Tabasco","24.61"
"Campeche","20.00"
"Veracruz de Ignacio de La Llave","19.29"
"Yucatán","17.39"
"Guerrero","9.61"
"Chiapas","0.00"
"Quintana Roo","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Michoacán de Ocampo","0.00"
