"Estado","% Ocupación"
"Querétaro","100.00"
"Michoacán de Ocampo","37.50"
"Aguascalientes","27.77"
"Nuevo León","25.00"
"Chihuahua","20.00"
"Ciudad de México","18.57"
"Baja California","14.28"
"Zacatecas","11.11"
"Tamaulipas","9.37"
"Durango","8.69"
"México","8.10"
"Guanajuato","7.40"
"Tabasco","7.14"
"Jalisco","7.05"
"Sinaloa","6.45"
"Sonora","6.25"
"Veracruz de Ignacio de La Llave","5.88"
"Campeche","5.26"
"Yucatán","4.00"
"Puebla","2.85"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Guerrero","0.00"
"San Luis Potosí","0.00"
"Colima","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Morelos","0.00"
