"Estado","% Ocupación"
"Durango","72.72"
"Chihuahua","65.11"
"Querétaro","56.25"
"Aguascalientes","53.12"
"Zacatecas","50.00"
"Sonora","43.58"
"Puebla","32.60"
"San Luis Potosí","31.25"
"Yucatán","28.57"
"Sinaloa","27.27"
"Nuevo León","27.24"
"Ciudad de México","25.45"
"Tamaulipas","21.53"
"Guanajuato","15.25"
"México","14.28"
"Jalisco","12.22"
"Veracruz de Ignacio de La Llave","10.52"
"Michoacán de Ocampo","10.00"
"Hidalgo","7.69"
"Tabasco","7.59"
"Oaxaca","6.25"
"Baja California","2.94"
"Nayarit","0.00"
"Chiapas","0.00"
"Guerrero","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Coahuila de Zaragoza","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Campeche","0.00"
"Colima","0.00"
