"Estado","% Ocupación"
"Querétaro","65.00"
"Aguascalientes","61.29"
"Yucatán","51.85"
"Guanajuato","50.76"
"Zacatecas","45.00"
"Michoacán de Ocampo","40.00"
"Durango","39.53"
"Puebla","38.88"
"Jalisco","36.02"
"México","36.00"
"Colima","33.33"
"Chihuahua","25.71"
"Tabasco","23.80"
"Nuevo León","23.03"
"Coahuila de Zaragoza","20.00"
"Ciudad de México","19.36"
"Sonora","17.94"
"Chiapas","17.02"
"San Luis Potosí","16.66"
"Sinaloa","15.21"
"Tamaulipas","15.15"
"Veracruz de Ignacio de La Llave","14.58"
"Hidalgo","14.28"
"Oaxaca","6.25"
"Quintana Roo","6.00"
"Guerrero","2.38"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Baja California","0.00"
"Campeche","0.00"
"Morelos","0.00"
