"Estado","% Ocupación"
"Querétaro","56.25"
"Ciudad de México","50.21"
"Aguascalientes","50.00"
"Hidalgo","46.15"
"Oaxaca","41.17"
"Jalisco","33.91"
"Puebla","32.00"
"Michoacán de Ocampo","28.57"
"Tamaulipas","25.71"
"Nuevo León","24.08"
"Coahuila de Zaragoza","23.07"
"San Luis Potosí","21.87"
"Tabasco","21.15"
"México","21.12"
"Baja California","20.00"
"Sinaloa","18.96"
"Chihuahua","18.91"
"Veracruz de Ignacio de La Llave","18.64"
"Yucatán","16.66"
"Sonora","12.12"
"Zacatecas","11.11"
"Guanajuato","11.11"
"Durango","11.11"
"Guerrero","10.00"
"Campeche","3.33"
"Colima","0.00"
"Baja California Sur","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Chiapas","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
