"Estado","% Ocupación"
"Aguascalientes","80.00"
"Ciudad de México","73.77"
"Baja California","72.72"
"Jalisco","68.85"
"Nuevo León","60.14"
"Querétaro","56.25"
"Zacatecas","55.55"
"Durango","55.55"
"Chihuahua","53.65"
"Hidalgo","46.15"
"Puebla","43.13"
"San Luis Potosí","42.55"
"Sinaloa","41.93"
"Guanajuato","41.81"
"Sonora","38.46"
"Tamaulipas","36.61"
"México","30.76"
"Yucatán","27.77"
"Oaxaca","21.05"
"Tabasco","20.96"
"Coahuila de Zaragoza","20.00"
"Veracruz de Ignacio de La Llave","19.64"
"Guerrero","7.27"
"Campeche","3.33"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Michoacán de Ocampo","0.00"
"Nayarit","0.00"
"Tlaxcala","0.00"
"Colima","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
