"Estado","% Ocupación"
"Zacatecas","83.33"
"Coahuila de Zaragoza","80.00"
"Michoacán de Ocampo","64.28"
"Aguascalientes","60.00"
"Querétaro","56.25"
"Durango","51.16"
"San Luis Potosí","50.90"
"Chihuahua","46.15"
"Nuevo León","41.77"
"Guanajuato","35.18"
"Sinaloa","33.96"
"Jalisco","30.28"
"Ciudad de México","28.63"
"Sonora","28.57"
"Puebla","25.00"
"Hidalgo","23.07"
"Tabasco","22.47"
"Tamaulipas","17.54"
"Baja California","12.90"
"México","12.73"
"Yucatán","12.50"
"Quintana Roo","11.11"
"Veracruz de Ignacio de La Llave","9.43"
"Campeche","3.33"
"Tlaxcala","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Guerrero","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
