"Estado","% Ocupación"
"Morelos","100.00"
"Colima","100.00"
"Querétaro","85.00"
"Coahuila de Zaragoza","66.66"
"Zacatecas","65.00"
"Aguascalientes","51.61"
"Michoacán de Ocampo","50.00"
"Puebla","48.75"
"Yucatán","45.83"
"Guanajuato","38.98"
"Durango","31.91"
"Tabasco","31.19"
"Tamaulipas","30.30"
"Jalisco","29.57"
"Ciudad de México","28.44"
"Sonora","28.20"
"Nuevo León","27.73"
"México","25.21"
"Veracruz de Ignacio de La Llave","21.33"
"Chiapas","21.27"
"Baja California","20.58"
"San Luis Potosí","17.77"
"Chihuahua","17.07"
"Quintana Roo","16.66"
"Oaxaca","15.00"
"Hidalgo","10.34"
"Sinaloa","10.20"
"Campeche","0.00"
"Nayarit","0.00"
"Guerrero","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
