"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","50.00"
"Oaxaca","44.44"
"Ciudad de México","34.02"
"Nuevo León","28.69"
"Coahuila de Zaragoza","23.07"
"Sonora","21.42"
"Jalisco","18.75"
"Sinaloa","17.85"
"Tabasco","17.80"
"San Luis Potosí","16.66"
"Michoacán de Ocampo","16.66"
"Tamaulipas","15.25"
"México","13.38"
"Chihuahua","12.82"
"Veracruz de Ignacio de La Llave","11.32"
"Zacatecas","11.11"
"Yucatán","8.00"
"Guanajuato","7.40"
"Baja California","7.14"
"Puebla","5.26"
"Durango","4.44"
"Guerrero","2.85"
"Baja California Sur","0.00"
"Hidalgo","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Quintana Roo","0.00"
"Chiapas","0.00"
