"Estado","% Ocupación"
"Durango","60.60"
"Chihuahua","52.27"
"Zacatecas","50.00"
"Aguascalientes","48.38"
"Querétaro","43.75"
"Sonora","39.39"
"Coahuila de Zaragoza","33.33"
"San Luis Potosí","25.80"
"Baja California","23.33"
"Ciudad de México","22.28"
"Puebla","20.93"
"Tamaulipas","19.44"
"Sinaloa","16.00"
"Yucatán","14.28"
"México","13.72"
"Hidalgo","13.33"
"Tabasco","11.11"
"Nuevo León","9.90"
"Jalisco","9.09"
"Guanajuato","8.88"
"Oaxaca","6.66"
"Veracruz de Ignacio de La Llave","4.44"
"Guerrero","1.23"
"Nayarit","0.00"
"Chiapas","0.00"
"Michoacán de Ocampo","0.00"
"Campeche","0.00"
"Baja California Sur","0.00"
"Morelos","0.00"
"Quintana Roo","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
