"Estado","% Ocupación"
"Puebla","17.14"
"Aguascalientes","7.69"
"México","6.12"
"Sonora","5.88"
"Chihuahua","4.76"
"Sinaloa","3.44"
"Ciudad de México","3.22"
"Jalisco","1.97"
"Tamaulipas","1.96"
"Tlaxcala","0.00"
"Yucatán","0.00"
"Tabasco","0.00"
"San Luis Potosí","0.00"
"Coahuila de Zaragoza","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Nuevo León","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Querétaro","0.00"
"Durango","0.00"
"Colima","0.00"
"Guanajuato","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Baja California","0.00"
