"Estado","% Ocupación"
"Aguascalientes","63.63"
"Coahuila de Zaragoza","60.00"
"Querétaro","56.25"
"Chihuahua","54.54"
"Michoacán de Ocampo","50.00"
"Durango","47.82"
"Yucatán","42.85"
"Puebla","39.21"
"Sonora","33.33"
"Zacatecas","33.33"
"Nuevo León","29.27"
"San Luis Potosí","24.13"
"Colima","23.07"
"Hidalgo","23.07"
"México","22.85"
"Ciudad de México","22.52"
"Guanajuato","19.64"
"Jalisco","18.13"
"Tamaulipas","18.05"
"Tabasco","17.34"
"Baja California","14.28"
"Veracruz de Ignacio de La Llave","10.71"
"Sinaloa","8.51"
"Oaxaca","6.25"
"Guerrero","3.94"
"Quintana Roo","2.22"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Nayarit","0.00"
