"Estado","% Ocupación"
"Durango","100.00"
"Colima","100.00"
"Oaxaca","97.05"
"Sinaloa","83.90"
"Ciudad de México","81.36"
"Nuevo León","78.21"
"Yucatán","69.56"
"Querétaro","68.18"
"Zacatecas","66.66"
"Michoacán de Ocampo","61.53"
"Veracruz de Ignacio de La Llave","55.96"
"Jalisco","52.05"
"San Luis Potosí","51.21"
"Puebla","50.70"
"Sonora","50.00"
"Coahuila de Zaragoza","50.00"
"Guerrero","49.29"
"Tabasco","43.07"
"Tamaulipas","41.97"
"Quintana Roo","41.86"
"México","37.62"
"Guanajuato","36.84"
"Chihuahua","26.41"
"Aguascalientes","25.64"
"Baja California Sur","25.00"
"Baja California","25.00"
"Hidalgo","20.00"
"Chiapas","13.04"
"Campeche","10.00"
"Morelos","5.26"
"Nayarit","0.00"
"Tlaxcala","0.00"
