"Estado","% Ocupación"
"Querétaro","56.25"
"Durango","55.81"
"Zacatecas","55.55"
"Aguascalientes","53.12"
"Chihuahua","51.61"
"Yucatán","28.57"
"Nuevo León","26.97"
"Ciudad de México","20.71"
"Michoacán de Ocampo","20.00"
"Tamaulipas","20.00"
"San Luis Potosí","19.23"
"Sinaloa","18.18"
"México","13.51"
"Baja California","12.50"
"Guanajuato","12.50"
"Tabasco","11.39"
"Jalisco","11.23"
"Veracruz de Ignacio de La Llave","10.90"
"Puebla","10.81"
"Hidalgo","7.69"
"Sonora","5.88"
"Guerrero","2.98"
"Campeche","0.00"
"Morelos","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Coahuila de Zaragoza","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Baja California Sur","0.00"
"Chiapas","0.00"
