"Estado","% Ocupación"
"Colima","100.00"
"Coahuila de Zaragoza","66.66"
"Querétaro","65.00"
"Aguascalientes","58.06"
"Guanajuato","48.14"
"Puebla","40.81"
"Zacatecas","38.88"
"Baja California","35.71"
"Durango","34.88"
"Yucatán","33.33"
"Michoacán de Ocampo","26.31"
"Sonora","25.00"
"Tabasco","25.00"
"Nuevo León","24.02"
"México","22.11"
"Jalisco","20.52"
"Chihuahua","20.00"
"San Luis Potosí","19.44"
"Ciudad de México","16.66"
"Tamaulipas","15.87"
"Hidalgo","13.79"
"Sinaloa","13.04"
"Quintana Roo","10.71"
"Guerrero","7.14"
"Veracruz de Ignacio de La Llave","7.01"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Oaxaca","0.00"
"Morelos","0.00"
"Campeche","0.00"
"Chiapas","0.00"
"Nayarit","0.00"
