"Estado","% Ocupación"
"Aguascalientes","25.00"
"Nuevo León","17.14"
"Zacatecas","15.00"
"Chihuahua","11.11"
"México","6.52"
"Yucatán","5.55"
"Sinaloa","4.16"
"San Luis Potosí","2.94"
"Ciudad de México","2.56"
"Tamaulipas","2.38"
"Jalisco","0.66"
"Tabasco","0.00"
"Puebla","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Tlaxcala","0.00"
"Guerrero","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Querétaro","0.00"
"Hidalgo","0.00"
"Chiapas","0.00"
"Campeche","0.00"
"Colima","0.00"
"Durango","0.00"
"Sonora","0.00"
"Morelos","0.00"
"Guanajuato","0.00"
"Baja California","0.00"
