"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","44.44"
"Michoacán de Ocampo","28.57"
"Ciudad de México","25.13"
"Puebla","25.00"
"Nuevo León","23.42"
"Tabasco","14.08"
"Veracruz de Ignacio de La Llave","11.53"
"Chihuahua","11.42"
"San Luis Potosí","11.11"
"Zacatecas","11.11"
"Coahuila de Zaragoza","11.11"
"Jalisco","9.49"
"Tamaulipas","9.43"
"México","9.16"
"Hidalgo","7.69"
"Guanajuato","7.40"
"Sonora","5.55"
"Durango","4.54"
"Yucatán","4.00"
"Sinaloa","3.22"
"Guerrero","0.00"
"Colima","0.00"
"Campeche","0.00"
"Tlaxcala","0.00"
"Quintana Roo","0.00"
"Baja California Sur","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Morelos","0.00"
