"Estado","% Ocupación"
"Baja California Sur","77.31"
"Yucatán","48.33"
"Tabasco","30.61"
"Oaxaca","22.72"
"Quintana Roo","21.72"
"Sonora","21.68"
"Durango","21.25"
"Sinaloa","20.85"
"Nuevo León","17.03"
"Tamaulipas","15.27"
"Ciudad de México","13.44"
"Colima","12.76"
"Baja California","12.54"
"Nayarit","11.39"
"Hidalgo","9.65"
"Coahuila de Zaragoza","9.09"
"Aguascalientes","9.09"
"Veracruz de Ignacio de La Llave","8.72"
"Michoacán de Ocampo","8.63"
"Jalisco","8.20"
"Chihuahua","7.30"
"Campeche","6.66"
"Guerrero","6.66"
"Tlaxcala","6.54"
"San Luis Potosí","6.35"
"Chiapas","6.04"
"México","6.03"
"Puebla","5.63"
"Zacatecas","5.26"
"Querétaro","1.98"
"Guanajuato","1.62"
"Morelos","0.00"
