"Estado","% Ocupación"
"Aguascalientes","25.00"
"Chihuahua","10.00"
"México","8.79"
"Sinaloa","8.33"
"Yucatán","5.55"
"Zacatecas","5.26"
"Jalisco","3.93"
"Puebla","3.92"
"Tamaulipas","2.04"
"Ciudad de México","1.29"
"Nuevo León","1.02"
"Tabasco","0.00"
"Coahuila de Zaragoza","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Querétaro","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Hidalgo","0.00"
"Guanajuato","0.00"
"Chiapas","0.00"
"Durango","0.00"
"Morelos","0.00"
"Colima","0.00"
"Sonora","0.00"
"San Luis Potosí","0.00"
"Baja California","0.00"
"Veracruz de Ignacio de La Llave","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
