"Estado","% Ocupación"
"Aguascalientes","60.00"
"Querétaro","56.25"
"Ciudad de México","49.74"
"Puebla","32.89"
"Jalisco","28.57"
"Michoacán de Ocampo","28.57"
"Tamaulipas","26.47"
"Tabasco","23.75"
"México","21.85"
"Chihuahua","21.62"
"Hidalgo","20.00"
"Baja California","20.00"
"Coahuila de Zaragoza","20.00"
"Nuevo León","18.34"
"Veracruz de Ignacio de La Llave","17.85"
"Sinaloa","17.85"
"Sonora","16.66"
"Oaxaca","16.66"
"Yucatán","16.00"
"Zacatecas","11.11"
"Guanajuato","9.25"
"San Luis Potosí","7.69"
"Guerrero","5.00"
"Durango","4.44"
"Campeche","3.33"
"Morelos","0.00"
"Chiapas","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Tlaxcala","0.00"
