"Estado","% Ocupación"
"Zacatecas","88.88"
"Aguascalientes","85.71"
"Coahuila de Zaragoza","76.92"
"Durango","69.76"
"San Luis Potosí","58.18"
"Chihuahua","56.41"
"Querétaro","56.25"
"Ciudad de México","46.57"
"Nuevo León","46.37"
"Sinaloa","43.10"
"Jalisco","41.66"
"Guanajuato","34.54"
"Sonora","32.50"
"Puebla","27.27"
"México","23.97"
"Tabasco","23.59"
"Hidalgo","23.07"
"Tamaulipas","23.07"
"Yucatán","20.83"
"Veracruz de Ignacio de La Llave","17.24"
"Oaxaca","16.66"
"Michoacán de Ocampo","16.66"
"Baja California","13.33"
"Quintana Roo","6.81"
"Campeche","3.22"
"Colima","0.00"
"Nayarit","0.00"
"Morelos","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Guerrero","0.00"
"Chiapas","0.00"
