"Estado","% Ocupación"
"Hidalgo","75.00"
"Jalisco","68.75"
"Michoacán de Ocampo","66.66"
"Aguascalientes","66.66"
"Ciudad de México","62.50"
"Querétaro","55.55"
"Durango","54.34"
"Nuevo León","53.03"
"Tamaulipas","48.64"
"Chihuahua","42.50"
"Puebla","41.37"
"Veracruz de Ignacio de La Llave","41.33"
"Sonora","40.00"
"Guanajuato","40.00"
"San Luis Potosí","34.14"
"Coahuila de Zaragoza","30.00"
"México","29.93"
"Oaxaca","28.57"
"Yucatán","25.00"
"Sinaloa","23.91"
"Tabasco","21.53"
"Baja California","20.00"
"Guerrero","11.62"
"Campeche","3.33"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Zacatecas","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
"Nayarit","0.00"
"Colima","0.00"
"Chiapas","0.00"
