"Estado","% Ocupación"
"Zacatecas","83.33"
"Durango","78.26"
"Aguascalientes","77.41"
"Coahuila de Zaragoza","76.92"
"Chihuahua","58.97"
"Querétaro","56.25"
"San Luis Potosí","51.11"
"Michoacán de Ocampo","50.00"
"Nuevo León","48.01"
"Ciudad de México","47.76"
"Sinaloa","46.15"
"Jalisco","42.74"
"Sonora","38.09"
"Guanajuato","31.48"
"Puebla","26.66"
"Hidalgo","23.07"
"Tabasco","22.72"
"México","21.08"
"Tamaulipas","20.31"
"Yucatán","16.66"
"Oaxaca","16.66"
"Baja California Sur","14.28"
"Baja California","12.90"
"Veracruz de Ignacio de La Llave","11.11"
"Quintana Roo","6.81"
"Campeche","6.66"
"Tlaxcala","0.00"
"Morelos","0.00"
"Chiapas","0.00"
"Colima","0.00"
"Nayarit","0.00"
"Guerrero","0.00"
