"Estado","% Ocupación"
"Aguascalientes","64.51"
"Chihuahua","57.77"
"Querétaro","50.00"
"Zacatecas","50.00"
"Sonora","46.66"
"Durango","46.51"
"Puebla","27.08"
"Nuevo León","25.00"
"Ciudad de México","21.63"
"Baja California","19.35"
"Sinaloa","18.75"
"San Luis Potosí","17.85"
"México","17.30"
"Tamaulipas","14.75"
"Coahuila de Zaragoza","11.11"
"Tabasco","10.52"
"Jalisco","9.72"
"Veracruz de Ignacio de La Llave","9.61"
"Oaxaca","7.69"
"Guanajuato","7.54"
"Hidalgo","6.66"
"Chiapas","2.50"
"Guerrero","1.63"
"Michoacán de Ocampo","0.00"
"Tlaxcala","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
"Nayarit","0.00"
"Yucatán","0.00"
"Campeche","0.00"
"Morelos","0.00"
"Colima","0.00"
