"Estado","% Ocupación"
"Colima","100.00"
"Yucatán","90.62"
"Tamaulipas","45.26"
"Oaxaca","42.85"
"Sinaloa","40.00"
"Nuevo León","38.46"
"Sonora","38.09"
"Quintana Roo","33.33"
"Hidalgo","33.33"
"Tabasco","32.95"
"Baja California Sur","28.57"
"México","27.95"
"Veracruz de Ignacio de La Llave","24.46"
"Querétaro","22.72"
"Campeche","18.75"
"Zacatecas","16.66"
"Jalisco","14.45"
"Puebla","14.28"
"Ciudad de México","13.89"
"Aguascalientes","12.90"
"Durango","12.00"
"Baja California","10.86"
"Chihuahua","8.33"
"San Luis Potosí","8.33"
"Michoacán de Ocampo","7.69"
"Guanajuato","7.14"
"Guerrero","3.84"
"Chiapas","2.12"
"Coahuila de Zaragoza","0.00"
"Morelos","0.00"
"Tlaxcala","0.00"
"Nayarit","0.00"
