"Estado","% Ocupación"
"Tlaxcala","14.28"
"Nayarit","4.34"
"Yucatán","3.77"
"Jalisco","3.03"
"Sonora","2.81"
"Aguascalientes","1.72"
"Sinaloa","1.53"
"Baja California","1.35"
"Ciudad de México","1.32"
"Quintana Roo","1.30"
"Tabasco","1.29"
"México","1.07"
"Michoacán de Ocampo","0.72"
"Nuevo León","0.64"
"Veracruz de Ignacio de La Llave","0.54"
"Puebla","0.48"
"Guanajuato","0.32"
"Tamaulipas","0.00"
"Campeche","0.00"
"Oaxaca","0.00"
"Chiapas","0.00"
"Hidalgo","0.00"
"Colima","0.00"
"Durango","0.00"
"Querétaro","0.00"
"Morelos","0.00"
"Zacatecas","0.00"
"Coahuila de Zaragoza","0.00"
"San Luis Potosí","0.00"
"Baja California Sur","0.00"
"Guerrero","0.00"
"Chihuahua","0.00"
