"Estado","% Ocupación"
"Zacatecas","100.00"
"Aguascalientes","68.75"
"Querétaro","56.25"
"Durango","55.81"
"San Luis Potosí","48.71"
"Chihuahua","45.71"
"Coahuila de Zaragoza","44.44"
"Sonora","42.85"
"Ciudad de México","35.64"
"Nuevo León","32.04"
"Guanajuato","26.53"
"Hidalgo","23.07"
"Baja California","22.85"
"Jalisco","20.11"
"Sinaloa","20.00"
"Puebla","17.07"
"Tamaulipas","16.41"
"Tabasco","13.97"
"México","11.42"
"Yucatán","8.33"
"Quintana Roo","8.00"
"Veracruz de Ignacio de La Llave","6.66"
"Morelos","0.00"
"Baja California Sur","0.00"
"Colima","0.00"
"Guerrero","0.00"
"Nayarit","0.00"
"Oaxaca","0.00"
"Michoacán de Ocampo","0.00"
"Chiapas","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
