"Estado","% Ocupación"
"Querétaro","100.00"
"Aguascalientes","35.00"
"Nuevo León","33.63"
"Ciudad de México","29.19"
"Puebla","26.41"
"Michoacán de Ocampo","16.66"
"Tabasco","16.43"
"Veracruz de Ignacio de La Llave","15.38"
"Sinaloa","14.28"
"Sonora","14.28"
"Tamaulipas","13.46"
"San Luis Potosí","12.82"
"Oaxaca","11.76"
"México","11.50"
"Zacatecas","11.11"
"Jalisco","10.89"
"Chihuahua","10.00"
"Coahuila de Zaragoza","9.09"
"Yucatán","8.00"
"Hidalgo","7.69"
"Guanajuato","7.40"
"Durango","6.66"
"Guerrero","0.00"
"Tlaxcala","0.00"
"Campeche","0.00"
"Colima","0.00"
"Morelos","0.00"
"Chiapas","0.00"
"Baja California","0.00"
"Nayarit","0.00"
"Baja California Sur","0.00"
"Quintana Roo","0.00"
