"Estado","% Ocupación"
"Nayarit","100.00"
"Yucatán","77.77"
"Oaxaca","63.63"
"Tamaulipas","42.52"
"Hidalgo","41.17"
"Quintana Roo","35.48"
"Nuevo León","33.96"
"Colima","33.33"
"Sinaloa","33.33"
"Aguascalientes","33.33"
"Tabasco","32.20"
"Veracruz de Ignacio de La Llave","31.86"
"Sonora","26.92"
"México","22.52"
"Coahuila de Zaragoza","20.00"
"Durango","19.14"
"Querétaro","18.18"
"Baja California","15.78"
"Puebla","15.62"
"Jalisco","15.53"
"Ciudad de México","15.42"
"Campeche","13.33"
"Zacatecas","11.11"
"Michoacán de Ocampo","7.69"
"Chihuahua","7.69"
"Guanajuato","7.14"
"Guerrero","5.76"
"Chiapas","2.12"
"San Luis Potosí","0.00"
"Baja California Sur","0.00"
"Tlaxcala","0.00"
"Morelos","0.00"
